CPU	 1	 0
CPU	 3	 0.016675
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0.016675
CPU	 13	 0.016675
CPU	 15	 0.016675
CPU	 17	 0.033325
CPU	 19	 0.03335
CPU	 21	 0.01665
CPU	 23	 0.033325
CPU	 25	 0.016675
CPU	 27	 0.016675
CPU	 29	 0.01665
CPU	 31	 0.01665
CPU	 33	 0.016675
CPU	 35	 0.016675
CPU	 37	 0.016675
CPU	 39	 0.033325
CPU	 41	 0.01665
CPU	 43	 0.01665
CPU	 45	 0.033325
CPU	 47	 0.016675
CPU	 49	 0.033325
IO	 6	 803.7
IO	 2	 804.233
IO	 18	 804.083
IO	 22	 804.233
IO	 20	 804.3
IO	 42	 803.9
IO	 24	 804.65
IO	 4	 805.8
IO	 34	 805.35
IO	 12	 805.933
IO	 28	 805.9
IO	 10	 806.183
IO	 8	 806.267
IO	 36	 805.917
IO	 26	 806.333
IO	 44	 806
IO	 30	 806.367
IO	 32	 806.317
IO	 14	 806.7
IO	 48	 806.067
IO	 38	 806.283
IO	 16	 806.733
IO	 0	 806.9
IO	 46	 806.217
IO	 40	 806.35
