CPU	 1	 0
CPU	 3	 0.016675
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0.016675
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0.016675
CPU	 39	 0.016675
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0.01665
CPU	 47	 0
CPU	 49	 0.01665
CPU	 51	 0
CPU	 53	 0
CPU	 55	 0.016675
CPU	 57	 0
CPU	 59	 0
CPU	 61	 0
CPU	 63	 0.01665
CPU	 65	 0.016675
CPU	 67	 0.016675
CPU	 69	 0.01665
CPU	 71	 0.01665
CPU	 73	 0
CPU	 75	 0.016675
CPU	 77	 0.01665
CPU	 79	 0
CPU	 81	 0.016675
CPU	 83	 0
CPU	 85	 0.016675
CPU	 87	 0
CPU	 89	 0.01665
CPU	 91	 0.01665
CPU	 93	 0
CPU	 95	 0.016675
CPU	 97	 0.016675
CPU	 99	 0
CPU	 101	 0
CPU	 103	 0
CPU	 105	 0.016675
CPU	 107	 0
CPU	 109	 0.016675
CPU	 111	 0.016675
CPU	 113	 0.016675
CPU	 115	 0.01665
CPU	 117	 0.01665
CPU	 119	 0.01665
CPU	 121	 0.016675
CPU	 123	 0.016675
CPU	 125	 0.016675
CPU	 127	 0
CPU	 129	 0.016675
CPU	 131	 0.016675
CPU	 133	 0.01665
CPU	 135	 0.016675
CPU	 137	 0.016675
CPU	 139	 0.016675
CPU	 141	 0.016675
CPU	 143	 0.01665
CPU	 145	 0.016675
CPU	 147	 0.016675
CPU	 149	 0.016675
CPU	 151	 0.033325
CPU	 153	 0.016675
CPU	 155	 0.033325
CPU	 157	 0.01665
CPU	 159	 0.016675
CPU	 161	 0.01665
CPU	 163	 0.016675
CPU	 165	 0.016675
CPU	 167	 0.01665
CPU	 169	 0.016675
CPU	 171	 0.01665
CPU	 173	 0.016675
CPU	 175	 0.01665
CPU	 177	 0.016675
CPU	 179	 0.033325
CPU	 181	 0.016675
CPU	 183	 0.016675
CPU	 185	 0.033325
CPU	 187	 0.016675
CPU	 189	 0.01665
CPU	 191	 0.016675
CPU	 193	 0.016675
CPU	 195	 0.01665
CPU	 197	 0.016675
CPU	 199	 0.016675
IO	 0	 2023.45
IO	 2	 2023.52
IO	 4	 2023.58
IO	 6	 2023.67
IO	 8	 2023.72
IO	 12	 2023.87
IO	 16	 2023.98
IO	 18	 2024.05
IO	 20	 2024.1
IO	 22	 2024.15
IO	 24	 2024.23
IO	 26	 2024.28
IO	 28	 2024.33
IO	 30	 2024.38
IO	 32	 2024.43
IO	 34	 2024.48
IO	 36	 2024.52
IO	 38	 2024.57
IO	 40	 2024.62
IO	 42	 2024.65
IO	 14	 2024.88
IO	 44	 2024.7
IO	 46	 2024.73
IO	 48	 2024.77
IO	 50	 2024.82
IO	 52	 2024.83
IO	 54	 2024.88
IO	 56	 2024.92
IO	 58	 2024.93
IO	 60	 2024.97
IO	 62	 2024.98
IO	 64	 2025.02
IO	 66	 2025.05
IO	 68	 2025.07
IO	 70	 2025.07
IO	 72	 2025.08
IO	 74	 2025.1
IO	 76	 2025.13
IO	 10	 2025.93
IO	 78	 2025.13
IO	 80	 2025.15
IO	 82	 2025.13
IO	 84	 2025.15
IO	 86	 2025.17
IO	 88	 2025.17
IO	 90	 2025.15
IO	 92	 2025.17
IO	 94	 2025.17
IO	 98	 2025.15
IO	 100	 2025.17
IO	 102	 2025.15
IO	 106	 2025.13
IO	 108	 2025.12
IO	 110	 2025.08
IO	 112	 2025.08
IO	 114	 2025.07
IO	 116	 2025.03
IO	 118	 2025.02
IO	 120	 2025
IO	 122	 2024.98
IO	 96	 2025.67
IO	 124	 2024.95
IO	 126	 2024.93
IO	 128	 2024.92
IO	 130	 2024.88
IO	 132	 2024.85
IO	 134	 2024.82
IO	 136	 2024.77
IO	 138	 2024.75
IO	 140	 2024.7
IO	 142	 2024.68
IO	 144	 2024.63
IO	 146	 2024.6
IO	 148	 2024.55
IO	 152	 2024.48
IO	 154	 2024.42
IO	 156	 2024.37
IO	 158	 2024.32
IO	 160	 2024.27
IO	 162	 2024.22
IO	 164	 2024.17
IO	 166	 2024.12
IO	 168	 2024.05
IO	 172	 2023.93
IO	 174	 2023.87
IO	 176	 2023.8
IO	 178	 2023.75
IO	 180	 2023.67
IO	 182	 2023.62
IO	 184	 2023.55
IO	 186	 2023.47
IO	 188	 2023.38
IO	 190	 2023.32
IO	 192	 2023.23
IO	 194	 2023.17
IO	 196	 2023.08
IO	 198	 2023
IO	 104	 2026.15
IO	 170	 2024.17
IO	 150	 2024.87
